Kode Astra,Nama Barang,Harga Beli,Harga Jual
0734200SH10D,INT CHANGEABLE HEAD 10 MM,428400.00,504000.00
07342-0SK6592,VOLT TEST AC400/600V DC600V,0.00,0.00
0734230500223,NEW BATTERY LOAD TESTER,0.00,0.00
07342-34525110,INSIDE DIGITAL MICROMETER 25-50MM,0.00,0.00
0734290FN922,DIGITAL MULTIMETER 90F NEW,580550.00,683000.00
07342BT35000,BATTERY LOAD TESTER,3402550.00,4003000.00
07342KE20100,COMPRESSION GAUGE SET,0.00,4074000.00
07342KE2010N,COMPRESSION GAUGE,0.00,2003000.00
07342-KE5070N,TIMING LIGHT,0.00,0.00
07342KEKATMB30,BATTERY LOAD TESTER T2,0.00,0.00
07342KF2164,BRAKE BLEEDER,0.00,3006000.00
07342KLIN25EN,TORQUE WRENCH 5-25 N.M,0.00,0.00
07342KLINN50L,INSULATION TORQUE DRIVER,0.00,0.00
07342LTD50623,TORQ SCREWDRIVER LTD500CN,0.00,0.00
07342NTD00623,TORQ SCREWDRIVER NTD500CN,0.00,0.00
07342RNTD0623,TORQ SCREWDRIVER RNTD500CN,0.00,0.00
07342RTD50623,TORQ SCREWDRIVER RTD500CN,0.00,0.00
07342STARNICT3,BATTERY LOAD TESTER T3,0.00,0.00
07343003000N,BORE GAGE 35-60/0.001,0.00,3233000.00
07343003MT35,BORE GAUGE 18-35,0.00,3006000.00
07343003MT36,BORE GAUGE 35-60,0.00,3106000.00
07343003MT38,BORE GAUGE 50-150,0.00,3306000.00
073450020000,MAGNETIC STANDS,0.00,413000.00
07345CRF00IN,MOTORCYCLE HANGER CRF,0.00,0.00
07345K6400IN,FRONT WHEEL STAND,0.00,1095000.00
07345-KF1710N,HYDROMETER,0.00,0.00
0736200071023,SPANNER WRENCH 29 MM,0.00,0.00
0736200081023,SOCKET WRENCH 26 1/2"",0.00,0.00
0736200091023,VALVE BIT SOCKET,0.00,0.00
0736200101023,PICK AND HOOK SET,0.00,0.00
0736200111023,SOCKET WRENCH DRIVER,0.00,0.00
07362-00500001R,BIKE LIFT PUMP R1,0.00,0.00
07362005000029,HANDLE REPLACMENT PUMP,0.00,0.00
073620050000A,"BIKE LIFT ASSY, BIRU",7225000.00,8500000.00
073620050000R,BIKE LIFT PUMP TIPE 3,0.00,4861000.00
073620050001A,"BIKE LIFT ASSY, MERAH",9395900.00,11054000.00
073620050002IN,"BIKE LIFT ASSY, MERAH",10196600.00,11996000.00
07362-0050200,BIKE LIFT PUMP,0.00,0.00
07362-0050200R,BIKE LIFT PUMP,0.00,0.00
073620060000,BRACKET PUMP,0.00,368000.00
07362BL5000H,HYDROLIC PACKING BL PUMP,0.00,109000.00
07362BL5000P,PNEUMATIC PACKING BL PUMP,0.00,93000.00
07362OLIPUMP,OLI BIKE LIFT PUMP,43350.00,51000.00
07365-0020000,"PARTS,WASHING CLEANER",0.00,0.00
073710000001,STOPPER KIT BRAKE LINE,0.00,2206000.00
073710000021,MOTORCYCLE TIRE CHANGER,0.00,52606000.00
073710000060,MOTORCYCLE WHEEL BALANCER,0.00,76006000.00
0737100000723,REPAIR KIT PUMP TIPE 2,0.00,0.00
07371-0000150,DOUBLE BENCH GRINDER,0.00,0.00
0737100010224,SET INGCO CACLI2018,0.00,0.00
0737100010623,MOBILE TIRE CHANGER NEW,0.00,0.00
0737100010823,TOOLS KIT ESSENSIAL PUMP 2,0.00,0.00
0737100010923,ASSY HOSE & NOZZLE,0.00,0.00
0737100011023,LIQUID FLINTKOTE DITON,0.00,0.00
0737100021023,RUST PROTECTION PROTERA,0.00,0.00
0737100030323,PENGUNGKIT TIRE CHANGER,0.00,0.00
0737100031023,FLINTKOTE PAINT SEIV,0.00,0.00
0737100040323,SHAFT CTRNG TIRE CHANGER,0.00,0.00
0737100041023,THINNER-B PAINT SEIV,0.00,0.00
0737100051023,AUTO PUNCH,0.00,0.00
0737100061023,WASHING TOOLS,0.00,0.00
0737100071023,NOXUDOL 700 (PELL),0.00,0.00
0737100091023,HOSE PU 2X4 MM,0.00,0.00
07371000T15T,HYDRAULIC PRESS 15T,0.00,24006000.00
0737100101023,NOZZLE DIAMETER 1X7 MM,0.00,0.00
0737100111023,SPRAY GUN,0.00,0.00
073710011311B,PNEUMATIC WRENCH SET,0.00,1845000.00
0737100121023,MAGNAFLUX DEVELOPER,0.00,0.00
0737100131023,REGULATOR,0.00,0.00
0737100141023,RECOIL HOSE 5,0.00,0.00
0737100151023,REPLACEMENT AUTO PUNCH,0.00,0.00
0737100161023,NOZZLE SPRAY WAX,0.00,0.00
0737100171023,PILOT OUTER UPPER RACE,0.00,0.00
0737100181023,PILOT OUTER LOWER RACE,0.00,0.00
0737100191023,PIPA STEER. STEM INSTALLER,0.00,0.00
0737100201023,BEARING DRIV. COMB. UPPER,0.00,0.00
0737100211023,NOXUDOL 700 AEROSOL 500 ML,0.00,0.00
0737100221023,NOZZLE NOXUDOL AEROSOL,0.00,0.00
07371-004KP31,INSULATING GLOVES (THIN),0.00,0.00
0737100GDS14,CORDLESS IMPAC WRCH 200NM,0.00,5352000.00
0737100GDS18,CORDLESS IMPAC WRCH 400NM,0.00,9670000.00
0737113401M08,IMPACT SOCKET 8MM 3/8SQ,0.00,74000.00
0737113401M10,IMPACT SOCKET 10MM 3/8SQ,0.00,76000.00
0737113401M12,IMPACT SOCKET 12MM 3/8SQ,0.00,76000.00
0737113760100,EXTENSION BAR 3/8SQ,0.00,219000.00
0737114405M24,IMPACT SOCKET 24MM 1/2SQ,0.00,122000.00
0737114405M27,IMPACT SOCKET 27MM 1/2SQ,0.00,151000.00
0737114405M30,IMPACT SOCKET 30MM 1/2SQ,0.00,181000.00
0737114405M32,IMPACT SOCKET 32MM 1/2SQ,0.00,201000.00
073713012M52,HEX BIT SOCKET SET,0.00,408000.00
073713340C16,UNIVERSAL SPARK PLUG 3/8SQ,0.00,661000.00
07371376075,EXTENSION BAR 3/8SQ,0.00,158000.00
073713768N250,HINGE HANDLE 3/8SQ,0.00,293000.00
07371KLIN0363,PICK-UP TOOL,0.00,0.00
07371MTCDEVIN,MOBILE TIRE CHANGER,0.00,0.00
07371PTCDEVIN,PORTABLE TIRE CHANGER,0.00,0.00
07371PTCDEVIN02,PORTABLE TIRE CHANGER 2,0.00,0.00
07371SETB1123,INSULATOR TOOLS B,0.00,0.00
07371SETK1123,INSULATOR TOOLS A,0.00,0.00
073730041L39,SAFETY SHOES NO 39,0.00,0.00
073730041L40,SAFETY SHOES NO 40,0.00,0.00
073730041L41,SAFETY SHOES NO 41,0.00,0.00
073730041L42,SAFETY SHOES NO 42,0.00,0.00
073730041L43,SAFETY SHOES NO 43,0.00,0.00
073730041L44,SAFETY SHOES NO 44,0.00,0.00
073BBKBK50LB,BIKE LIFT ASSY BIG BIKE,0.00,46006000.00
073KF-15C1401B,BATTERY CHARGER FOR LITHIUM,0.00,0.00
074060030000,OIL PRESSURE GAUGE ATTACHMENT,0.00,249000.00
074060040004,FUEL PRESSURE GAUGE,0.00,1522000.00
074060040004IN,FUEL PRESSURE GAUGE,0.00,0.00
074060050000IN,Fuel Pump Remover,0.00,280000.00
075063000001,OIL PRESSURE GAUGE SET,0.00,2351000.00
0760000010223,ELECTRIC HYDRAULIC PUMP,0.00,0.00
0760000010323,ELECTRIC HYDRLC PUMP REP.,0.00,0.00
0760000011022,MECHANIC TRUSTER BOX DEV 1,0.00,0.00
0760000020223,BIKE LIFT FRAME SCISSOR,0.00,0.00
0760000020323,LINEAR ACTUATOR REP.,0.00,0.00
0760000021022,MECHANIC TRUSTER BOX DEV 2,0.00,0.00
0760000050523,REPL. PLASTIC HAMMER,45050.00,53000.00
076000022FIN,FINAL INSPECTION TOOLS SET,2229550.00,2623000.00
07600002KP10,INSULATING GLOVES,348500.00,410000.00
07600002KP50,INSULATOR MATT,0.00,0.00
07600-0040000,MECHANIC TRUSTER TOOLS,0.00,0.00
076000040001,MECHANIC TRUSTER BOX,2253350.00,2651000.00
07600-0040001R,MECHANIC TRUSTER BOX,0.00,0.00
076000040R08,MATRIC FAST COMB. WRENCH - 8MM,0.00,124000.00
076000040R10,MATRIC FAST COMB. WRENCH - 10MM,0.00,125000.00
076000040R12,MATRIC FAST COMB. WRENCH - 12MM,0.00,140000.00
076000046SET,SERVICE PIT TOOLS SET,4550050.00,5353000.00
07600-004KP50,INSULATOR CVR 600X1000 MM,0.00,0.00
076000050000,LOWER TRAY,0.00,319000.00
076000060000,UPPER TRAY 46,303450.00,357000.00
076000070000,LOWER TRAY 46,285600.00,336000.00
076000080000,FINAL INSPECTION TRAY,303450.00,357000.00
0760000B4L19,DEEP SOCKET 19 MM,70550.00,83000.00
0760000BP1023,SERVICE TOOLS SET TYPE C,0.00,0.00
0760000JN1023,SERVICE TOOLS SET TYPE B,0.00,0.00
0760000JT1023,SERVICE TOOLS SET TYPE F,0.00,0.00
0760000KT1023,SERVICE TOOLS SET TYPE A,0.00,0.00
0760000ST1023,SERVICE TOOLS SET TYPE D,0.00,0.00
0760000TK1023,SERVICE TOOLS SET TYPE E,0.00,0.00
0760000VP250,VISE PLIER,0.00,306000.00
07600-08080W12,WASHING CLEANER,0.00,0.00
076001100P001,ENGINE WORK BENCH,0.00,0.00
076002000P000,LONG PIT TABLE,0.00,0.00
076002000P001,SHORT PIT TABLE,0.00,0.00
076002000P002,DRAWER PIT,0.00,0.00
076002000P003,SLIDING BOX,0.00,0.00
076002KP51123,INSULATOR MATT,586500.00,690000.00
0760038BAR15,3/8 EXT BAR 15MM,96050.00,113000.00
0760038BIT25,TORX BIT SOCKET 25 3/8SQ,172550.00,203000.00
0760038BIT40,TORX BIT SOCKET 40 3/8SQ,178500.00,210000.00
07600433A1022,CONV. ADAPTER 1/2 - 3/8,204000.00,240000.00
07600AP09291,MAGNET FINGER,0.00,218000.00
07600BCR0000,COVER REMOVER,0.00,158000.00
07600KK84000,THICKNESS GAUGE 100M,0.00,85000.00
07600KKIN18N50,TORQUE DRIVER,0.00,0.00
07600KL1613,SCREW DRV WOOD HDL 300MM,119850.00,141000.00
07600KL1614,SCREW DRV WOOD HDL +)300MM,0.00,127000.00
07600KL16850,POWER OVAL GRIP DRIVER,0.00,321000.00
07600KL16920,T-DRIVER (-),0.00,137000.00
07600KL16950,T-HDL SCREW DRIVER (+) 2,0.00,88000.00
07600KL16960,T-DRIVER (+) 3,0.00,137000.00
07600KL17300,BALL PEEN HAMMER,0.00,330000.00
07600KL17301,BIKELIFT AIR HOSE T3,0.00,436000.00
07600KL17310,COOPER HAMMER,0.00,518000.00
07600KL17510,PLASTIC HAMMER,0.00,332000.00
07600KL23344A,CONV. ADAPTERS 3/8 - 1/2,0.00,240000.00
07600KL23764,FLEXIBLE EXT. BAR 250MM,226100.00,266000.00
07600KL23770,3/8 UNIVERSAL JOINT,303450.00,357000.00
07600KL24014,HEX BIT SOCKET 14 MM,0.00,153000.00
07600KL2716A,UPPER TRAY,0.00,308000.00
07600KL2M3803,HEX BIT 3 SOCKET 3/8SQ,96050.00,113000.00
07600KL2M3804,HEX BIT 4 SOCKET 3/8SQ,80750.00,95000.00
07600KL2M3805,HEX BIT 5 SOCKET 3/8SQ,96050.00,113000.00
07600KL2M3806,HEX BIT 6 SOCKET 3/8SQ,96050.00,113000.00
07600KL2M3810,HEX BIT 10 SOCKET 3/8SQ,101150.00,119000.00
07600KL2M3812,3/8"" HEX BIT SOCKET 12 MM,110500.00,130000.00
07600KL42000,T-BOX 9 MM,0.00,137000.00
07600KL44500,T-BALL LONG BOX 10MM,0.00,503000.00
07600KL44600,T-BALL LONG BOX 12MM,0.00,552000.00
07600KL44700,T-BALL LONG BOX 14MM,0.00,576000.00
07600KL46000,T-BOX 12 MM,0.00,198000.00
07600KL48000,T-BOX 14 MM,0.00,211000.00
07600KL49000,T-BOX 17 MM,0.00,246000.00
07600KL51000,L-BOX 10MM,0.00,186000.00
07600KLH1210,SPANNER 6X7,0.00,162000.00
07600KLH1240,SPANNER 8X9,0.00,162000.00
07600KLH1260,SPANNER 10X12,0.00,174000.00
07600KLH1290,SPANNER 12X14,0.00,118000.00
07600KLH1300,SPANNER 14X17,0.00,235000.00
07600KLH1310,SPANNER 17X19,0.00,259000.00
07600KLH1610,DRIVER (+) 2,0.00,101000.00
07600KLH1611,DRIVER (+) 3,0.00,174000.00
07600KLH1630,DRIVER (-) 100,0.00,125000.00
07600KLH1650,DRIVER (-) 150,0.00,162000.00
07600KLH1676,ELECTRICIAN DRIVER (-200,0.00,64000.00
07600KLH1677,ELECT. DRIVER (+) 200,0.00,64000.00
07600KLH1681,STUBBY DRIVER (-),0.00,89000.00
07600KLH1682,STUBBY DRIVER (+),0.00,76000.00
07600KLH1800,COMB. SPANNER 10,0.00,235000.00
07600KLH1810,COMB. SPANNER 12,0.00,259000.00
07600KLH1820,COMB. SPANNER 14,0.00,283000.00
07600KLH1830,COMBINATION SPANNER 17,0.00,283000.00
07600KLH3110,OFFSET WRENCH 8X9,0.00,210000.00
07600KLH3130,OFFSET WRENCH 10X12,0.00,210000.00
07600KLH3150,OFFSET WRENCH 12X14,0.00,271000.00
07600KLH3160,OFFSET WRENCH 14X17,0.00,296000.00
07600KLH3170,OFFSET WRENCH 17X19,0.00,357000.00
07600KLH320,OFFSET WTENCH 22 X 24,343400.00,404000.00
07600KLH7170,SNAPRING PLIER OPEN,0.00,381000.00
07600KLH7180,SNAPRING PLIER CLOSE,0.00,381000.00
07600KLH7200,PLIER 200,0.00,185000.00
07600KLH8100,NIPPER 150,0.00,381000.00
07600KLH8200,LONGNOSE CUT PLIER 150,0.00,381000.00
07600KLHCW22,COMBINATION SPANER 22MM,0.00,196000.00
07600KLHCW24,COMBINATION SPANER 24MM,0.00,206000.00
07600KLHCW27,COMBINATION SPANER 27MM,0.00,286000.00
07600KLHCW32,COMBINATION SPANER 32 MM,0.00,181000.00
07600KLIN0017,SPANNER 7,0.00,0.00
07600KLIN0018,SPANNER 8,0.00,0.00
07600KLIN0037,OFFSET WRENCH 7 MM,0.00,0.00
07600KLIN0038,OFFSET WRENCH 8 MM,0.00,0.00
07600KLIN0110,SPANNER 10,0.00,0.00
07600KLIN0112,SPANNER 12,0.00,0.00
07600KLIN0114,SPANNER 14,0.00,0.00
07600KLIN027B,INSULATOR TOOL SET B,0.00,0.00
07600KLIN027F,INSULATOR TOOL FULL SET,0.00,23510000.00
07600KLIN027S,INSULATOR TOOL SET A,0.00,0.00
07600KLIN0310,OFFSET WRENCH 10 MM,0.00,0.00
07600KLIN0312,OFFSET WRENCH 12 MM,0.00,0.00
07600KLIN0314,OFFSET WRENCH 14 MM,0.00,0.00
07600KLIN07EN,SOCKET WRENCH 7 MM,0.00,0.00
07600KLIN08EN,SOCKET WRENCH 8 MM,0.00,0.00
07600KLIN100EN,EXTETNTION BAR 100 MM,0.00,0.00
07600KLIN10EN,SOCKET WRENCH 10 MM,0.00,0.00
07600KLIN10ENL,LONG SOCKET WRENCH 10MM,0.00,0.00
07600KLIN11AHM,INSULATOR TOOL SET,7082200.00,8332000.00
07600KLIN12EN,SOCKET WRENCH 12 MM,0.00,0.00
07600KLIN14EN,SOCKET WRENCH 14 MM,0.00,0.00
07600KLIN1602,DRIVER (-) #2,0.00,0.00
07600KLIN1603,DRIVER (-) #3,0.00,0.00
07600KLIN1605,DRIVER (-) #5,0.00,0.00
07600KLIN1609,DRIVER (+) #9,0.00,0.00
07600KLIN1610,DRIVER (+) #10,0.00,498000.00
07600KLIN1611,DRIVER (+) #11,0.00,0.00
07600KLIN2311,SPINNER HANDLE 3/8 SQ,0.00,0.00
07600KLIN285,T HANDLE 3/8 SQ,0.00,0.00
07600KLIN50EN,EXTETNTION BAR 50 MM,0.00,0.00
07600KLK1751,COMBINATION HAMMER,346800.00,408000.00
07600KLK1751H,REPLACEMENT PLASTIC HAMMER,0.00,0.00
07600KLK179C,COMB. SPANNER 8,189550.00,223000.00
07600KLK2209,SOCKET 7MM (3/8),87550.00,103000.00
07600KLK2211,SOCKET 8MM (3/8),0.00,0.00
07600KLK2213,SOCKET10MM(3/8),87550.00,103000.00
07600KLK2215,SOCKET12MM(3/8),87550.00,103000.00
07600KLK2217,SOCKET14MM(3/8),94350.00,111000.00
07600KLK2218,SOCKET17MM(3/8),94350.00,111000.00
07600KLK2220,SOCKET19MM(3/8),94350.00,111000.00
07600KLK2221A,SOCKET 22MM(3/8),114750.00,135000.00
07600KLK2223A,SOCKET 24MM(3/8),124950.00,147000.00
07600KLK2255,SLIDING T-HANDLE (3/8),232900.00,274000.00
07600KLK230B,SOCKET 36MM (1/2 SQ),0.00,0.00
07600KLK2405,"SPARKPLUG, LK 16 MM",0.00,380000.00
07600-KLK2407,"EXT. BAR HEX 3/8, 15 MM",0.00,0.00
07600KLK2416,SLIM PLUG WRCH 3/8SQ -16MM,332350.00,391000.00
07600KLK2TSRH,SLIDING RATCHET HDL (3/8),1037850.00,1221000.00
07600-KLK320HK,OFFSET WRENCH 22x24,0.00,0.00
07600-KLK9100,L-SHAVE BALL POINT HEX,0.00,0.00
07600S813001,CRIMPING PLIER SET,0.00,2346000.00
076060010101,"T BOX,WRENCH 8MM",0.00,150000.00
076060010301,"T BOX,WRENCH 10MM",0.00,186000.00
076090010100,"SPARKPLUG WR,10MM",0.00,793000.00
076090010200,"SPARKPLUG WR,12MM",0.00,793000.00
076090010400,SPARKPLUG WR 14MM,0.00,363000.00
076090010800,SLIM PLUG WRCH 3/8SQ -18MM,374000.00,440000.00
076310010000,UNIVERSAL BEARING PULLER,0.00,2834000.00
076310010000IN,UNIVERSAL BEARING PULLER,0.00,0.00
07632BL5000PNC,PNEUMATIC NEW CYL. PUMP,0.00,0.00
076BB0000001,OIL JUGS 1 LITRE,0.00,189000.00
076BB0000002,GELAS UKUR,0.00,156000.00
076BB0040004,HEAVY DUTY WORK BENCH,0.00,9213000.00
076BB0040005,SMALL SHELF,0.00,3506000.00
076BB0040006,LARGE SHELF,0.00,4206000.00
076BB004FS11,FRONT WHEEL STAND,0.00,4980000.00
076BB004KL507,PART STAND,0.00,4206000.00
076BB004KP21,PARTS TRAY,0.00,51000.00
076BB004RS17,REAR WHEEL STAND,0.00,3330000.00
076BB0050347,OILER 500 ML,0.00,126000.00
076BB005RS17,EXTENSION REAR PADDOCK,0.00,0.00
076BB0070001,CENTER JACK,0.00,5755000.00
076BB-00E1302,PREASSURE WASHER,0.00,0.00
076BB12BM2010,MOTORCYCLE HANGER,0.00,9220000.00
076BBAP001751,AIR DUSTER GUN,0.00,256000.00
076BBKLH0005,M/T TOOLS SET BIG BIKE,0.00,5203000.00
076BBKLK27102,M/T TOOLS CABINET,0.00,11406000.00
076BBS4730128,TOOLS CABINET,0.00,40006000.00
076KL18CY3370,PUNCH AND CHISEL SET,0.00,306000.00
076KL24424R,SOCKET WRENCH 24 MM,0.00,50000.00
076RS3025L50,TORX SET BINTANG,0.00,0.00
07700SRP0000,HONDA RIDING TRAINER STD,19456500.00,22890000.00
077010020200,"SPOKE WRENCH, 4.5x5.1 MM",0.00,119000.00
077010020300,"SPOKE WRENCH, 5.8x6.1 MM",0.00,819000.00
07701SRP0000,RANGKA HRT,0.00,2500000.00
077020020001,PIN SPANNER,1011500.00,1190000.00
077020020001IN,"SPANNER, PIN TYPE",317050.00,373000.00
077080030100,OFFSET WRENCH 8X9 70DERAJAT,136850.00,161000.00
07708-0030300,TAPPET ADJUST WRENCH,0.00,0.00
077080030400,TAPPET ADJUSTING WRENCH,0.00,48000.00
077090010001,"WRENCH,TIMING CAP",0.00,748000.00
077090010001IN,"Wrench, Timing Cap",0.00,698000.00
077160020100,LOCK NUT WRENCH 20X24 MM,0.00,369000.00
077160020300,"SOCKET WRENCH, 17x27 MM",255850.00,301000.00
077160020500,EXTENSION WITH BAR,0.00,336000.00
077160020500IN,EXTENSION WITH BAR,0.00,0.00
077240010100,"GEAR HOLDER, M2.5",0.00,392000.00
077240010200,"GEAR HOLDER, M1.5",0.00,540000.00
077240010200IN,"GEAR HOLDER, M1.5",310250.00,365000.00
077240050002,CLUTCH CENTER HOLDER,0.00,1591000.00
077240050002IN,CLUTCH CENTER HOLDER,1150050.00,1353000.00
07725-0030000,UNIVERSAL HOLDER,0.00,0.00
077250030000IN,UNIVERSAL HOLDER,0.00,0.00
077250040001,FLYWHEEL HOLDER,0.00,408000.00
077250040001IN,FLYWHEEL HOLDER,0.00,1403000.00
077330020001,FLYWHEEL PULLER,0.00,583000.00
077360010101,SLIDING SHAFT,591600.00,696000.00
077410010201,REMOVER WEIGHT,0.00,812000.00
077410010201IN,REMOVER WEIGHT,300050.00,353000.00
07742-0010100,VALVE GUIDE DRIVER 5.5 MM,0.00,0.00
07743-002 -0000,"DRIVER,VALVE GUIDE",0.00,0.00
077440010100,PIN DRIVER,292400.00,344000.00
077440010200,PIN DRIVER,75650.00,89000.00
077460010100,ATTACH 32 x 35 MM,0.00,153000.00
077460010200,"ATTACHMENT, 37 x 40 MM",145350.00,171000.00
077460010300,"ATTACHMENT, 42 x 47 MM",114750.00,135000.00
077460010400,ATTACHMENT 52X55,0.00,228000.00
077460010500,"ATTACHMENT, 62 x 68 MM",179350.00,211000.00
077460010600,"ATTACHMENT, 72 X 75 MM",0.00,143000.00
077460010700,ATTACHMENT 24 x 26 MM,0.00,142000.00
077460010800,ATTACHMENT 22 x 24 MM,310250.00,365000.00
07746-0010900,"ATTACHMENT, 40 x 42 MM",0.00,0.00
077460011000,DRIVER PILOT 34 MM,351900.00,414000.00
077460020100,"DRIVER, 22 MM I.D.",393550.00,463000.00
077460030100,"DRIVER, 40 MM",503200.00,592000.00
077460030100IN,"DRIVER, 40 MM",0.00,0.00
077460030200,INNER BEARING DRIVER 25MM,0.00,283000.00
077460030300,"ATTACHMENT, 30 MM I.D.",0.00,227000.00
077460030400,"ATTACHMENT, 35 MM I.D.",125800.00,148000.00
077460030400IN,"ATTACHMENT, 35 MM I.D.",151300.00,178000.00
077460030500,"DRIVER, INNER DRIVER 70 MM",1214650.00,1429000.00
077460040100,"PILOT, DRIVER,10MM",0.00,72000.00
077460040200,"PILOT,DRIVER,12MM",40800.00,48000.00
077460040300,"PILOT,DRIVER,15MM",66300.00,78000.00
077460040400,"PILOT,DRIVER,17MM",83300.00,98000.00
077460040500,"PILOT,DRIVER,20MM",42500.00,50000.00
077460040600,"PILOT,DRIVER,25MM",59500.00,70000.00
077460040700,"PILOT,DRIVER,30MM",0.00,72000.00
077460040800,PILOT DRIVER 35 MM,0.00,53000.00
077460040900,"PILOT, 40 MM",0.00,115000.00
077460041000,PILOT 22 MM,0.00,55000.00
077460041100,"PILOT,DRIVER,28MM",0.00,116000.00
077460041200,"PILOT, 14 MM",238850.00,281000.00
077460041300,PILOT 16 MM,363800.00,428000.00
07746-0041400,PILOT 19 MM,0.00,0.00
077460050100,BEARING REMOVER SHAFT,96050.00,113000.00
077460050200,"BEARING REMOVER HEAD, 10 MM",0.00,133000.00
077460050300,"REMOVER,HEAD 12MM",127500.00,150000.00
077460050400,REMOVER HEAD 15 MM,0.00,271000.00
077460050500,"BEARING REMOVER HEAD, 17 MM",0.00,198000.00
07746-0050600,REMOVER HEAD 20 MM,0.00,0.00
077460050800,"BEARING REMOVER HEAD,25 MM",0.00,208000.00
07746-0050900,"BEARING REMOVER HEAD, 28 MM",0.00,0.00
077470010100,FORK SEAL DRIVER WEIGHT,561000.00,660000.00
077470010300,"ATTACHMENT 27,2 MM",156400.00,184000.00
077470010400,"ATTACHMENT, 20 MM I.D.",0.00,170000.00
077470010600,FORK SEAL DRV. ATT 37.2 MM,472600.00,556000.00
077480010001,OIL SEAL REMOVER,934150.00,1099000.00
077480010001IN,OIL SEAL REMOVER,1685550.00,1983000.00
077490010000,DRIVER HANDLE 135 MM,0.00,125000.00
077490010000IN,DRIVER,0.00,0.00
077570010000,VALVE SRING COMPRESSOR,0.00,1260000.00
07780-0010100,"VALVE SEAT CUTTER, 24.5 MM (45 DERAJAT E",0.00,0.00
077800010300,SEAT CUTTER 29 MM (45 EX),847450.00,997000.00
07780-0010400,SEAT CUTTER 35 MM (IN),0.00,0.00
07780-0010500,"SEAT CUTTER, 40 MM (45? IN)",0.00,0.00
07780-0010800,"VALVE SEAT CUTTER, 33 MM (45 DERAJAT IN)",0.00,0.00
07780-0012000,"FLAT CUTTER, 25 MM (32 DERAJAT EX)",0.00,0.00
07780-0012100,"FLAT CUTTER, 28 MM (IN, 32 DERAJAT)",0.00,0.00
07780-0012200,FLAT CUTTER 30 MM (EX),0.00,0.00
077800012400,INTR CUT. 37.5 MM (60 DEGREE IN),1313250.00,1545000.00
07780-0012500,"FLAT CUTTER, 24 MM (EX, 32 DERAJAT)",0.00,0.00
07780-001 -2601,"CUTTER,FLAT 22 MM",0.00,0.00
077800012900,"FLAT CUTTER, 33 MM (32 DERAJAT IN)",0.00,919000.00
07780-0013000,"FLAT CUTTER, 42 MM (32? IN/EX)",0.00,0.00
07780-001 -3300,"CUTTER,FLAT 27 MM",0.00,0.00
077800013400,FLAT CUTTER 29 MM,1533400.00,1804000.00
077800014000,INT CUTTER 30MM (60IN/EX),1310700.00,1542000.00
077800014100,FLAT CUT. 38.5 MM (32 DEGREE IN),1331100.00,1566000.00
07780-0014700,"CUTTER, SEAT 34 MM",0.00,0.00
07781-0010101,"CUTTER HOLDER, 5.5 MM",0.00,0.00
07781-001 -0400,"HOLDER,CUTTER 5 MM",0.00,0.00
07781-0010500,"HOLDER, CUTTER 4.0 MM",0.00,0.00
07781-0010600,"CUTTER HOLDER, 4.5 MM",0.00,0.00
0778400020823,NEW PNEUMATIC PACKING SET,0.00,0.00
0778400030823,NEW HYDRAULIC PACKING SET,0.00,0.00
0778410124874,ELECTRIC ENGRAVER 15W,0.00,0.00
07784MH010723,CORDLESS MULTI HEAD,0.00,0.00
077KH213344A,IMPACT COUPLER 3/8 - 1/2,0.00,319000.00
077KH214433A,IMPACT ADAPTER 1/2-3/8 SQ,0.00,168000.00
079008530002,"ESS,SPECIAL TOOL",972995.00,1144700.00
07900KCJ0001,TOOL SET (KCJ),202640.00,238400.00
0790133MEL000,"BOLT, FLANGE 8X30",0.00,0.00
079084690003,LOCKNUT WRENCH,784550.00,923000.00
07914SA50001,SNAP RING PLIERS,607750.00,715000.00
079163710101,STEERING STEM SOCKET,772650.00,909000.00
079163710101IN,STEERING STEM SOCKET,282200.00,332000.00
079166390001,"LOCK NUT WRENCH, 5.5x30 MM",447100.00,526000.00
079169690000,LOCK NUT WRENCH 30x40 MM,0.00,635000.00
07916KA50100,STEM SOCKET WRENCH,0.00,560000.00
07916KM10000,SOCKET WRENCH STEERING STM,391000.00,460000.00
07916KM10000IN,"WRENCH,LOCK NUT",351050.00,413000.00
07925KCG0000LSS,"KCJ,FLYWHEEL HOLD",40205.00,47300.00
07931KF00100,"ASSY, COLLAR B",0.00,450000.00
07931MA70000,"BEARING REMOVER, 20 MM",0.00,814000.00
07933196000,ROTOR PULLER,487900.00,574000.00
079331960000IN,ROTOR PULLER,0.00,0.00
079331960003IN,HANDLE ROTOR PULLER,294100.00,346000.00
079333290001,"REMOVER,FLYWHEEL",0.00,70000.00
079334250000,OUTSIDE SCREW PULLER,0.00,121000.00
07933KCG0000LSS,"KCJ,ROTOR PULLER",32725.00,38500.00
07933KM10001,PULLER FLY WHEEL,316200.00,372000.00
079361660110,BEARING REMOVER HEAD 12MM,464950.00,547000.00
079361660110IN,BEARING REMOVER HEAD 12MM,0.00,0.00
079361660120,BEARING REMOVE SHAFT 12 MM,439450.00,517000.00
079361660120IN,BEARING REMOVER SHAFT 12MM,198050.00,233000.00
079363710100,HANDLE REMOVER,0.00,186000.00
079363710300,BEARING REMOVER HEAD 17 MM,867000.00,1020000.00
