Kode Barang,Stock Opname,HOT,SO,PO
50530KWC900,0.00,0.00,0.00,0.00
50530KWN710,0.00,0.00,0.00,0.00
50530KWN900,0.00,0.00,0.00,0.00
50530KWW640,0.00,0.00,0.00,0.00
50530KYE900,0.00,0.00,0.00,0.00
50530KYJ900,0.00,0.00,0.00,0.00
50530KYZ900,0.00,0.00,0.00,0.00
50530KZL930,0.00,0.00,0.00,0.00
50530KZR600,0.00,0.00,0.00,0.00
50530KZZJ00,0.00,0.00,0.00,0.00
50530MFJD00,0.00,0.00,0.00,0.00
50530MFL000,0.00,0.00,0.00,0.00
50530MGSD31,0.00,0.00,0.00,0.00
50530MGZJ00,0.00,0.00,0.00,0.00
50530MJED00,0.00,0.00,0.00,0.00
50530MJPG50,0.00,0.00,0.00,0.00
50530MJSJ70,0.00,0.00,0.00,0.00
50530MKCA00,0.00,0.00,0.00,0.00
50530MKFD40,0.00,0.00,0.00,0.00
50530MKHD00,0.00,0.00,0.00,0.00
50530MKKJ30,0.00,0.00,0.00,0.00
50530MKPDQ0,0.00,0.00,0.00,0.00
50530MKPJ80,0.00,0.00,0.00,0.00
50530MKRD10,0.00,0.00,0.00,0.00
50530MKSJ30,0.00,0.00,0.00,0.00
50530MKTD00,0.00,0.00,0.00,0.00
50530MLAA00,0.00,0.00,0.00,0.00
50530MLCD00,0.00,0.00,0.00,0.00
50530MLNE00,0.00,0.00,0.00,0.00
50531GGK000,0.00,0.00,0.00,0.00
50531K33Y50,0.00,0.00,0.00,0.00
50531K84900,0.00,0.00,0.00,0.00
50532K84900,0.00,0.00,0.00,0.00
50533K84900,0.00,0.00,0.00,0.00
50533MKCA00,0.00,0.00,0.00,0.00
50534K84900,0.00,0.00,0.00,0.00
50534MEE000,0.00,0.00,0.00,0.00
50535K12900,0.00,0.00,0.00,0.00
50535K2WJ10,0.00,0.00,0.00,0.00
50535K84900,0.00,0.00,0.00,0.00
50535KK3830,0.00,0.00,0.00,0.00
50535KW7900,0.00,0.00,0.00,0.00
50535KW7901,0.00,0.00,0.00,0.00
50535MEE000,0.00,0.00,0.00,0.00
50535MKCA00,0.00,0.00,0.00,0.00
50538K0HJ00,0.00,0.00,0.00,0.00
50538K64N00,0.00,0.00,0.00,0.00
50538MCA000,0.00,0.00,0.00,0.00
50538MFL000,0.00,0.00,0.00,0.00
50538MGSD70,0.00,0.00,0.00,0.00
50538MJLY10,0.00,0.00,0.00,0.00
50539MFJD00,0.00,0.00,0.00,0.00
5053AKWZ750,0.00,0.00,0.00,0.00
50540K01900,0.00,0.00,0.00,0.00
50540K64N00,0.00,0.00,0.00,0.00
50540MBB000,0.00,0.00,0.00,0.00
50540MFL000,0.00,0.00,0.00,0.00
50541GBJK10,0.00,0.00,0.00,0.00
50541KZZJ00,0.00,0.00,0.00,0.00
50541MB0000,0.00,0.00,0.00,0.00
50541MEW920,0.00,0.00,0.00,0.00
50541MV4010,0.00,0.00,0.00,0.00
50542KCM620,0.00,0.00,0.00,0.00
50542KPM000,0.00,0.00,0.00,0.00
50542MB0611,0.00,0.00,0.00,0.00
50542MV4000,0.00,0.00,0.00,0.00
50543K35V00,0.00,0.00,0.00,0.00
50543K56N10,0.00,0.00,0.00,0.00
50543KBW900,0.00,0.00,0.00,0.00
50543KCJ880,0.00,0.00,0.00,0.00
50543MT3611,0.00,0.00,0.00,0.00
50543MV4000,0.00,0.00,0.00,0.00
50544KBP900,0.00,0.00,0.00,0.00
50545KZZJ00,0.00,0.00,0.00,0.00
50545MBZG00,0.00,0.00,0.00,0.00
50547K1TE10,0.00,0.00,0.00,0.00
50547KZZ900,0.00,0.00,0.00,0.00
50570MKKJ30,0.00,0.00,0.00,0.00
50580MJPG50,0.00,0.00,0.00,0.00
50580MKCA00,0.00,0.00,0.00,0.00
50600K15900,0.00,0.00,0.00,0.00
50600K15920,0.00,0.00,0.00,0.00
50600K18900,0.00,0.00,0.00,0.00
50600K41N00,0.00,0.00,0.00,0.00
50600K45N40,0.00,0.00,0.00,0.00
50600K64N00,0.00,0.00,0.00,0.00
50600K87A00,0.00,0.00,0.00,0.00
50600KBA930,0.00,0.00,0.00,0.00
50600KCJ660,0.00,0.00,0.00,0.00
50600KCJ670,0.00,0.00,0.00,0.00
50600KCJ670ZB,0.00,0.00,0.00,0.00
50600KPPT00,0.00,0.00,0.00,0.00
50600KVR600,0.00,0.00,0.00,0.00
50600KYE900,0.00,0.00,0.00,0.00
50600KYE940,0.00,0.00,0.00,0.00
50600KYJ900,0.00,0.00,0.00,0.00
50600MFJD00,0.00,0.00,0.00,0.00
50600MGPD60,0.00,0.00,0.00,0.00
50600MGZJ00,0.00,0.00,0.00,0.00
50600MJED00,0.00,0.00,0.00,0.00
50600MJWJ00,0.00,0.00,0.00,0.00
50600MKND50,0.00,0.00,0.00,0.00
50600MKPJ00,0.00,0.00,0.00,0.00
50600MKRD10ZA,0.00,0.00,0.00,0.00
50600MKYDP0,0.00,0.00,0.00,0.00
50601K0FT00,0.00,0.00,0.00,0.00
50601K0FT60,0.00,0.00,0.00,0.00
50601MGSD30,0.00,0.00,0.00,0.00
50601MJPG50,0.00,0.00,0.00,0.00
50602K0AJ30,0.00,0.00,0.00,0.00
50602KSP900,0.00,0.00,0.00,0.00
50603033010,0.00,0.00,0.00,0.00
50603GS9010,0.00,0.00,0.00,0.00
50603K87A00,0.00,0.00,0.00,0.00
50603KA3710,0.00,0.00,0.00,0.00
50603KEJ900,0.00,0.00,0.00,0.00
50603KK4000,0.00,0.00,0.00,0.00
50603KK6700,0.00,0.00,0.00,0.00
50603KR0010,0.00,0.00,0.00,0.00
50603KSP900,0.00,0.00,0.00,0.00
50603KZ4J40,0.00,0.00,0.00,0.00
50603KZZ900,0.00,0.00,0.00,0.00
50603MBH000,0.00,0.00,0.00,0.00
50603MFJD00,0.00,0.00,0.00,0.00
50603MKJE60,0.00,0.00,0.00,0.00
50603MLCD00,0.00,0.00,0.00,0.00
50605K2WJ10,0.00,0.00,0.00,0.00
50605K41N00,0.00,0.00,0.00,0.00
50605K41N10,0.00,0.00,0.00,0.00
50605K41NC0,0.00,0.00,0.00,0.00
50605K41ND0,0.00,0.00,0.00,0.00
50605KPGT100,0.00,0.00,0.00,0.00
50605KPH880,0.00,0.00,0.00,0.00
50605KVLT30,0.00,0.00,0.00,0.00
50605KVR600,0.00,0.00,0.00,0.00
50605KWC900AGM,0.00,0.00,0.00,0.00
50605KWC900ZA,0.00,0.00,0.00,0.00
50605MJPG50,0.00,0.00,0.00,0.00
50606K07900,0.00,0.00,0.00,0.00
50606K41N00ZA,0.00,0.00,0.00,0.00
50606K41N00ZB,0.00,0.00,0.00,0.00
50606K56N00,0.00,0.00,0.00,0.00
50606K56N10,0.00,0.00,0.00,0.00
50606KVR600,0.00,0.00,0.00,0.00
50607K56N10,0.00,0.00,0.00,0.00
50607K64N00,0.00,0.00,0.00,0.00
50607KK6000,0.00,0.00,0.00,0.00
50607MEE010,0.00,0.00,0.00,0.00
50607MFL000,0.00,0.00,0.00,0.00
50607MJPG50,0.00,0.00,0.00,0.00
50607MKKD20,0.00,0.00,0.00,0.00
50607MKRD10,0.00,0.00,0.00,0.00
50607MKSE00ZA,0.00,0.00,0.00,0.00
50607MKSE00ZB,0.00,0.00,0.00,0.00
50607MLAA00,0.00,0.00,0.00,0.00
50608KV0000,0.00,0.00,0.00,0.00
50608MFL000,0.00,0.00,0.00,0.00
50608MKFD40,0.00,0.00,0.00,0.00
50608MLAA00,0.00,0.00,0.00,0.00
50609MBW000,0.00,0.00,0.00,0.00
50609MFFD00,0.00,0.00,0.00,0.00
5060AK56N10,0.00,0.00,0.00,0.00
5060AKYZ900,0.00,0.00,0.00,0.00
5060AKYZ910,0.00,0.00,0.00,0.00
50610GN5840,0.00,0.00,0.00,0.00
50610K07900,0.00,0.00,0.00,0.00
50610K0BT00,0.00,0.00,0.00,0.00
50610K0G900,0.00,0.00,0.00,0.00
50610K0GT20,0.00,0.00,0.00,0.00
50610K15900,0.00,0.00,0.00,0.00
50610K18900,0.00,0.00,0.00,0.00
50610K2ET00,0.00,0.00,0.00,0.00
50610K2ET10,0.00,0.00,0.00,0.00
50610K58N40,0.00,0.00,0.00,0.00
50610KC5000ZA,0.00,0.00,0.00,0.00
50610KC5920FMB,0.00,0.00,0.00,0.00
50610KEH930,0.00,0.00,0.00,0.00
50610KEV880,0.00,0.00,0.00,0.00
50610KFV840,0.00,0.00,0.00,0.00
50610KPGT100,0.00,0.00,0.00,0.00
50610KPH900,0.00,0.00,0.00,0.00
50610KTL740,0.00,0.00,0.00,0.00
50610KWB920,0.00,0.00,0.00,0.00
50610KWWA80,0.00,0.00,0.00,0.00
50610KWWB80,0.00,0.00,0.00,0.00
50610KWWE00,0.00,0.00,0.00,0.00
50610KWZ900,0.00,0.00,0.00,0.00
50610KYE901,0.00,0.00,0.00,0.00
50610KYE940,0.00,0.00,0.00,0.00
50610KYZ900,0.00,0.00,0.00,0.00
50610MENB10,0.00,0.00,0.00,0.00
50610MFL000,0.00,0.00,0.00,0.00
50610MGH640,0.00,0.00,0.00,0.00
50610MKHD00,0.00,0.00,0.00,0.00
50610MKTD00,0.00,0.00,0.00,0.00
50610MLCD00ZA,0.00,0.00,0.00,0.00
50611K07900,0.00,0.00,0.00,0.00
50611K15900,0.00,0.00,0.00,0.00
50611MENB10,0.00,0.00,0.00,0.00
50611MGZJ00,0.00,0.00,0.00,0.00
50611MJED00,0.00,0.00,0.00,0.00
50611MJWJ00,0.00,0.00,0.00,0.00
50611MKPJ80,0.00,0.00,0.00,0.00
50612K07900,0.00,0.00,0.00,0.00
50612K15900,0.00,0.00,0.00,0.00
50612K84900,0.00,0.00,0.00,0.00
50612KM3000,0.00,0.00,0.00,0.00
50612KPH900,0.00,0.00,0.00,0.00
50612MERD00,0.00,0.00,0.00,0.00
50612MJED00,0.00,0.00,0.00,0.00
50612MJSJ70,0.00,0.00,0.00,0.00
50612MKCA00,0.00,0.00,0.00,0.00
50612MLAA00,0.00,0.00,0.00,0.00
50612MM5000,0.00,0.00,0.00,0.00
50613K07900,0.00,0.00,0.00,0.00
50613K15900,0.00,0.00,0.00,0.00
50613K3BN00,0.00,0.00,0.00,0.00
50613K45N40,0.00,0.00,0.00,0.00
50613KFL850,0.00,0.00,0.00,0.00
50613KFL851,0.00,0.00,0.00,0.00
50613MKCA00ZA,0.00,0.00,0.00,0.00
50613MKCA10ZA,0.00,0.00,0.00,0.00
50613MT3000,0.00,0.00,0.00,0.00
50614K07900,0.00,0.00,0.00,0.00
50614K15710,0.00,0.00,0.00,0.00
50614K15900,0.00,0.00,0.00,0.00
50614KE8000,0.00,0.00,0.00,0.00
50614MKCA00ZA,0.00,0.00,0.00,0.00
50614MKCA10ZA,0.00,0.00,0.00,0.00
50615K1TE10,0.00,0.00,0.00,0.00
50615K84900,0.00,0.00,0.00,0.00
50615K84A00,0.00,0.00,0.00,0.00
50615KZZA20,0.00,0.00,0.00,0.00
50615MBL610,0.00,0.00,0.00,0.00
50615MGSD70,0.00,0.00,0.00,0.00
50615MGZJ00,0.00,0.00,0.00,0.00
50615MJPG50ZA,0.00,0.00,0.00,0.00
50615MKKD00ZB,0.00,0.00,0.00,0.00
50615MKSE00ZA,0.00,0.00,0.00,0.00
50616K0RV00,0.00,0.00,0.00,0.00
50616K1TE10,0.00,0.00,0.00,0.00
50616K2ET00,0.00,0.00,0.00,0.00
50616K87A00,0.00,0.00,0.00,0.00
50616K87A30,0.00,0.00,0.00,0.00
50616KZZ900,0.00,0.00,0.00,0.00
50616MJPG50,0.00,0.00,0.00,0.00
50617445840,0.00,0.00,0.00,0.00
50617445841,0.00,0.00,0.00,0.00
50617466000,0.00,0.00,0.00,0.00
50617K87A00,0.00,0.00,0.00,0.00
50617KFB840,0.00,0.00,0.00,0.00
50617KZ4J40,0.00,0.00,0.00,0.00
50617KZZ900,0.00,0.00,0.00,0.00
50617MBH000,0.00,0.00,0.00,0.00
50617MCJ750,0.00,0.00,0.00,0.00
50617MFR670,0.00,0.00,0.00,0.00
50617MKKD00,0.00,0.00,0.00,0.00
50617MKYDP0,0.00,0.00,0.00,0.00
50617MM5000,0.00,0.00,0.00,0.00
50618K87A00,0.00,0.00,0.00,0.00
50618KE8000,0.00,0.00,0.00,0.00
50618KZ4J40,0.00,0.00,0.00,0.00
50618KZZ900,0.00,0.00,0.00,0.00
50618MBGD00,0.00,0.00,0.00,0.00
50618MJSJ70,0.00,0.00,0.00,0.00
50619K15710,0.00,0.00,0.00,0.00
50619K33D00,0.00,0.00,0.00,0.00
50619K45N00,0.00,0.00,0.00,0.00
50619K56N00,0.00,0.00,0.00,0.00
50619KBP900,0.00,0.00,0.00,0.00
50619KGH900,0.00,0.00,0.00,0.00
50619KGH901,0.00,0.00,0.00,0.00
50619KYE900,0.00,0.00,0.00,0.00
50619MERD00,0.00,0.00,0.00,0.00
50619MKCA00,0.00,0.00,0.00,0.00
50619MM5000,0.00,0.00,0.00,0.00
50619MT3000,0.00,0.00,0.00,0.00
5061AK03N30,0.00,0.00,0.00,0.00
5061AK07900,0.00,0.00,0.00,0.00
5061AK25900,0.00,0.00,0.00,0.00
5061AK46N20ZA,0.00,0.00,0.00,0.00
5061AK47N00,0.00,0.00,0.00,0.00
5061AK47N10,0.00,0.00,0.00,0.00
5061AK47N40,0.00,0.00,0.00,0.00
5061AKVLN00,0.00,0.00,0.00,0.00
5061AKWWA80,0.00,0.00,0.00,0.00
5061AKWZ750,0.00,0.00,0.00,0.00
5061AKYZ900,0.00,0.00,0.00,0.00
5061AKZLA00ZC,0.00,0.00,0.00,0.00
5061AKZLC30ZD,0.00,0.00,0.00,0.00
50620K0BK00,0.00,0.00,0.00,0.00
50620K1BU10,0.00,0.00,0.00,0.00
50620K35V00,0.00,0.00,0.00,0.00
50620KWN710,0.00,0.00,0.00,0.00
50620KWN900,0.00,0.00,0.00,0.00
50620MKHD00,0.00,0.00,0.00,0.00
50620MKTD00,0.00,0.00,0.00,0.00
50620MLCD00ZA,0.00,0.00,0.00,0.00
50621K25600ZA,0.00,0.00,0.00,0.00
50621K25900ZA,0.00,0.00,0.00,0.00
50621K35V00,0.00,0.00,0.00,0.00
50621KWN710,0.00,0.00,0.00,0.00
50621KWN900,0.00,0.00,0.00,0.00
50621MJED00,0.00,0.00,0.00,0.00
50622K0HJ00,0.00,0.00,0.00,0.00
50622K0WN00,0.00,0.00,0.00,0.00
50622K0WNA0,0.00,0.00,0.00,0.00
50622K1ZJ10,0.00,0.00,0.00,0.00
50622K35V00,0.00,0.00,0.00,0.00
50622K97T00,0.00,0.00,0.00,0.00
50622KBA900,0.00,0.00,0.00,0.00
50622KWN710,0.00,0.00,0.00,0.00
50622MBGD00,0.00,0.00,0.00,0.00
50625MJPG50ZA,0.00,0.00,0.00,0.00
50625MKKD00ZB,0.00,0.00,0.00,0.00
50625MKSE00ZA,0.00,0.00,0.00,0.00
50626K2ET00,0.00,0.00,0.00,0.00
50627MKKD00,0.00,0.00,0.00,0.00
5062AK25600,0.00,0.00,0.00,0.00
50630K2WJ10,0.00,0.00,0.00,0.00
50630K45N00,0.00,0.00,0.00,0.00
50630KYE900ZA,0.00,0.00,0.00,0.00
50631MGSD30,0.00,0.00,0.00,0.00
50632KCJ660,0.00,0.00,0.00,0.00
50635K45N40,0.00,0.00,0.00,0.00
50635MGSD30,0.00,0.00,0.00,0.00
50636KBW900,0.00,0.00,0.00,0.00
50636MGSD30,0.00,0.00,0.00,0.00
50638K97T00,0.00,0.00,0.00,0.00
50638MJ0000,0.00,0.00,0.00,0.00
50638MJ0FM0,0.00,0.00,0.00,0.00
50639KCJ690,0.00,0.00,0.00,0.00
50639KCZ000,0.00,0.00,0.00,0.00
50639KZZ900,0.00,0.00,0.00,0.00
50639MFLD20,0.00,0.00,0.00,0.00
50639MKHD00,0.00,0.00,0.00,0.00
50639MKJE60,0.00,0.00,0.00,0.00
50639ML0010,0.00,0.00,0.00,0.00
50639ML0011,0.00,0.00,0.00,0.00
5063BKCJ650,0.00,0.00,0.00,0.00
5063PKCJFM0,0.00,0.00,0.00,0.00
50640K2WJ10,0.00,0.00,0.00,0.00
50640KCJ660,0.00,0.00,0.00,0.00
50640KYE900ZA,0.00,0.00,0.00,0.00
50642K1TE10,0.00,0.00,0.00,0.00
50642K84900,0.00,0.00,0.00,0.00
50642K87A00,0.00,0.00,0.00,0.00
50642K87A30,0.00,0.00,0.00,0.00
50642KZZ900,0.00,0.00,0.00,0.00
50642MBGD00,0.00,0.00,0.00,0.00
50642MJED00,0.00,0.00,0.00,0.00
50642MJPG50,0.00,0.00,0.00,0.00
50642MJSJ70,0.00,0.00,0.00,0.00
50642MKCA00,0.00,0.00,0.00,0.00
50642MLAA00,0.00,0.00,0.00,0.00
50642MM5000,0.00,0.00,0.00,0.00
50643K64N00,0.00,0.00,0.00,0.00
50643KM3000,0.00,0.00,0.00,0.00
50643KN6910,0.00,0.00,0.00,0.00
50643KYJ900,0.00,0.00,0.00,0.00
50643KYJ901,0.00,0.00,0.00,0.00
50644445840,0.00,0.00,0.00,0.00
50644445841,0.00,0.00,0.00,0.00
50644MCJ750,0.00,0.00,0.00,0.00
50644MKYDP0,0.00,0.00,0.00,0.00
50644MM5000,0.00,0.00,0.00,0.00
50645K45N40,0.00,0.00,0.00,0.00
50645K84900,0.00,0.00,0.00,0.00
50648MJ0000,0.00,0.00,0.00,0.00
50649KPK900,0.00,0.00,0.00,0.00
5064AK45N00,0.00,0.00,0.00,0.00
5064PKCJFM0,0.00,0.00,0.00,0.00
50650K07900,0.00,0.00,0.00,0.00
50650K2ET00,0.00,0.00,0.00,0.00
50650K47N00,0.00,0.00,0.00,0.00
50650K47N10,0.00,0.00,0.00,0.00
50650K56N00,0.00,0.00,0.00,0.00
50650KYZ910,0.00,0.00,0.00,0.00
50650MJLD30,0.00,0.00,0.00,0.00
50650MJSJ70,0.00,0.00,0.00,0.00
50650MKHD00ZB,0.00,0.00,0.00,0.00
50650MKHD00ZC,0.00,0.00,0.00,0.00
50650MKTD00ZA,0.00,0.00,0.00,0.00
50650MLAA00,0.00,0.00,0.00,0.00
50651MJLY10,0.00,0.00,0.00,0.00
50651MLAA00,0.00,0.00,0.00,0.00
50655KGH900,0.00,0.00,0.00,0.00
50655MEH000,0.00,0.00,0.00,0.00
5065AK07900,0.00,0.00,0.00,0.00
5065AKYE900,0.00,0.00,0.00,0.00
5065AKYE910,0.00,0.00,0.00,0.00
5065AKYZ910,0.00,0.00,0.00,0.00
50660K2ET00,0.00,0.00,0.00,0.00
50660K56N00,0.00,0.00,0.00,0.00
50660KYE900,0.00,0.00,0.00,0.00
50660MEL000,0.00,0.00,0.00,0.00
50660MFJD00,0.00,0.00,0.00,0.00
50660MKEA70,0.00,0.00,0.00,0.00
50660MKND50,0.00,0.00,0.00,0.00
50660MKYDP0,0.00,0.00,0.00,0.00
50661GN8920,2.00,0.00,0.00,0.00
50661GN8F00,0.00,0.00,0.00,0.00
50661K07900,0.00,0.00,0.00,0.00
50661K07M00,0.00,0.00,0.00,0.00
50661K0FT00,0.00,0.00,0.00,0.00
50661K0G900,0.00,0.00,0.00,0.00
50661K1TE10,0.00,0.00,0.00,0.00
50661K2ET00,0.00,0.00,0.00,0.00
50661K45N00,0.00,0.00,0.00,0.00
50661K84900,0.00,0.00,0.00,0.00
50661K87A00,0.00,0.00,0.00,0.00
50661KC5000,0.00,0.00,0.00,0.00
50661KEH600,0.00,0.00,0.00,0.00
50661KEV880,0.00,0.00,0.00,0.00
50661KFL850,0.00,0.00,0.00,0.00
50661KW7900,0.00,0.00,0.00,0.00
50661KW7901,0.00,0.00,0.00,0.00
50661KWB600,0.00,0.00,0.00,0.00
50661KWZ900,0.00,0.00,0.00,0.00
50661KYE900,0.00,0.00,0.00,0.00
50661KYJ900,0.00,0.00,0.00,0.00
50661MBH000,0.00,0.00,0.00,0.00
50661MBW000,0.00,0.00,0.00,0.00
50661MJED00,0.00,0.00,0.00,0.00
50661MJPG50,0.00,0.00,0.00,0.00
50661MKCA00,0.00,0.00,0.00,0.00
50661MKKD00,0.00,0.00,0.00,0.00
50661MT3000,0.00,0.00,0.00,0.00
50662K0G900,0.00,0.00,0.00,0.00
50662K1TE10,0.00,0.00,0.00,0.00
50662K84900,0.00,0.00,0.00,0.00
50662K87A00,0.00,0.00,0.00,0.00
50662MBH000,0.00,0.00,0.00,0.00
50662MJPG50,0.00,0.00,0.00,0.00
50662MKKD00,0.00,0.00,0.00,0.00
50663K0G900,0.00,0.00,0.00,0.00
50665MEL000,0.00,0.00,0.00,0.00
50665MFJD00,0.00,0.00,0.00,0.00
50665MKND50,0.00,0.00,0.00,0.00
50665MKYDP0,0.00,0.00,0.00,0.00
50666MFT300,0.00,0.00,0.00,0.00
50670K56N00,0.00,0.00,0.00,0.00
50670MKEA70,0.00,0.00,0.00,0.00
50690MJPG50,0.00,0.00,0.00,0.00
50700K15900,0.00,0.00,0.00,0.00
50700K15920,0.00,0.00,0.00,0.00
50700K41N00,0.00,0.00,0.00,0.00
50700K45N40,0.00,0.00,0.00,0.00
50700K56N00,0.00,0.00,0.00,0.00
50700K64N00,0.00,0.00,0.00,0.00
50700K87A00,0.00,0.00,0.00,0.00
50700KBA930,0.00,0.00,0.00,0.00
50700KCJ660,0.00,0.00,0.00,0.00
50700KCJ670,0.00,0.00,0.00,0.00
50700KPH700,0.00,0.00,0.00,0.00
50700KPH900,0.00,0.00,0.00,0.00
50700KPPT00,0.00,0.00,0.00,0.00
50700KPW900,0.00,0.00,0.00,0.00
50700KTM750,0.00,0.00,0.00,0.00
50700KVB900,0.00,0.00,0.00,0.00
50700KVBN500,0.00,0.00,0.00,0.00
50700KVR600,0.00,0.00,0.00,0.00
50700KWB920,0.00,0.00,0.00,0.00
50700KWWA40,0.00,0.00,0.00,0.00
50700KWWA80,0.00,0.00,0.00,0.00
50700KWZ750,0.00,0.00,0.00,0.00
50700KYJ900,0.00,0.00,0.00,0.00
50700MFJD00,0.00,0.00,0.00,0.00
50700MGPD60,0.00,0.00,0.00,0.00
50700MGZJ00,0.00,0.00,0.00,0.00
50700MJED00,0.00,0.00,0.00,0.00
50700MJWJ00,0.00,0.00,0.00,0.00
50700MKND50,0.00,0.00,0.00,0.00
50700MKRD10ZA,0.00,0.00,0.00,0.00
50700MKYDP0,0.00,0.00,0.00,0.00
50701K0FT00,0.00,0.00,0.00,0.00
50701K0FT60,0.00,0.00,0.00,0.00
50701K18900,0.00,0.00,0.00,0.00
50701KYE900,0.00,0.00,0.00,0.00
50702K18900,0.00,0.00,0.00,0.00
50705K41N00,0.00,0.00,0.00,0.00
50705K41NC0,0.00,0.00,0.00,0.00
50705K56N00,0.00,0.00,0.00,0.00
50705KEH600,0.00,0.00,0.00,0.00
50705KPH700,0.00,0.00,0.00,0.00
50705KPH900,0.00,0.00,0.00,0.00
50705KPW900,0.00,0.00,0.00,0.00
50705KTM750,0.00,0.00,0.00,0.00
50705KVB900,0.00,0.00,0.00,0.00
50705KVR600,0.00,0.00,0.00,0.00
50705KWB600,0.00,0.00,0.00,0.00
50705KWC900AGM,0.00,0.00,0.00,0.00
50705KWC900ZA,0.00,0.00,0.00,0.00
50705KWW640,0.00,0.00,0.00,0.00
50705KWZ900,0.00,0.00,0.00,0.00
50705MJPG50,0.00,0.00,0.00,0.00
50706K41N00ZA,0.00,0.00,0.00,0.00
50706K41N00ZB,0.00,0.00,0.00,0.00
50706K56N10,0.00,0.00,0.00,0.00
50706KVR600,0.00,0.00,0.00,0.00
50707K64N00,0.00,0.00,0.00,0.00
50707MEE000,0.00,0.00,0.00,0.00
50707MFL000,0.00,0.00,0.00,0.00
50707MJPG50,0.00,0.00,0.00,0.00
50707MKKD20,0.00,0.00,0.00,0.00
50707MKRD10,0.00,0.00,0.00,0.00
50707MKSE00ZA,0.00,0.00,0.00,0.00
50707MKSE00ZB,0.00,0.00,0.00,0.00
5070AK03N50,0.00,0.00,0.00,0.00
5070AK07900,0.00,0.00,0.00,0.00
5070AK56N10,0.00,0.00,0.00,0.00
5070AKEH600,0.00,0.00,0.00,0.00
5070AKVB900,0.00,0.00,0.00,0.00
5070AKYZ900,0.00,0.00,0.00,0.00
5070AKYZ910,0.00,0.00,0.00,0.00
5070BK03N50,0.00,0.00,0.00,0.00
5070BK07900,0.00,0.00,0.00,0.00
5070BKVBN500IN,0.00,0.00,0.00,0.00
50710086007,0.00,0.00,0.00,0.00
50710377000,0.00,0.00,0.00,0.00
50710461770,0.00,0.00,0.00,0.00
50710GJKD00,0.00,0.00,0.00,0.00
50710GN5830,0.00,0.00,0.00,0.00
50710K07900,0.00,0.00,0.00,0.00
50710KCZJ71,0.00,0.00,0.00,0.00
50710KE8000,0.00,0.00,0.00,0.00
50710KET600,0.00,0.00,0.00,0.00
50710KET601,0.00,0.00,0.00,0.00
50710KTE910,0.00,0.00,0.00,0.00
50710KWB600,0.00,0.00,0.00,0.00
50710KWV003,0.00,0.00,0.00,0.00
50710KYJ900,0.00,0.00,0.00,0.00
50710MCA003,0.00,0.00,0.00,0.00
50710MGCJB2,0.00,0.00,0.00,0.00
50710MGCJB3,0.00,0.00,0.00,0.00
50710MLCD00ZA,0.00,0.00,0.00,0.00
50711GN5730,0.00,0.00,0.00,0.00
50711K07900,0.00,0.00,0.00,0.00
50711K15600,0.00,0.00,0.00,0.00
50711K15900,0.00,0.00,0.00,0.00
50711K25900,0.00,0.00,0.00,0.00
50711K84900,0.00,0.00,0.00,0.00
50711KBP900,0.00,0.00,0.00,0.00
50711KBP901,0.00,0.00,0.00,0.00
50711KET600,0.00,0.00,0.00,0.00
50711KET601,0.00,0.00,0.00,0.00
50711KYJ900,0.00,0.00,0.00,0.00
50711KZZ900,0.00,0.00,0.00,0.00
50711MGSD30,0.00,0.00,0.00,0.00
50711MKHD00ZB,0.00,0.00,0.00,0.00
50711MKHD00ZC,0.00,0.00,0.00,0.00
50711MKTD00ZA,0.00,0.00,0.00,0.00
50711MLAJ00,0.00,0.00,0.00,0.00
50711MT3010,0.00,0.00,0.00,0.00
50711MT3305,0.00,0.00,0.00,0.00
50712377000,0.00,0.00,0.00,0.00
50712405000,0.00,0.00,0.00,0.00
50712K07900,0.00,0.00,0.00,0.00
50712K25900,0.00,0.00,0.00,0.00
50712KBP900,0.00,0.00,0.00,0.00
50712KBP901,0.00,0.00,0.00,0.00
50712KET600,0.00,0.00,0.00,0.00
50712KET601,0.00,0.00,0.00,0.00
50712MGSD30,0.00,0.00,0.00,0.00
50712MKHD00ZB,0.00,0.00,0.00,0.00
50712MKHD00ZC,0.00,0.00,0.00,0.00
50712MKTD00ZA,0.00,0.00,0.00,0.00
50712MLAJ00,0.00,0.00,0.00,0.00
50712MT3010,0.00,0.00,0.00,0.00
50712MT3305,0.00,0.00,0.00,0.00
50713GN5830,0.00,0.00,0.00,0.00
50713KBW900,0.00,0.00,0.00,0.00
50713KCJ710,0.00,0.00,0.00,0.00
50713KCZ000,0.00,0.00,0.00,0.00
50713KEV900,0.00,0.00,0.00,0.00
50713KWW9A0,0.00,0.00,0.00,0.00
50713KZZ900,0.00,0.00,0.00,0.00
50714GN5730,0.00,0.00,0.00,0.00
50714GN5830,0.00,0.00,0.00,0.00
50714K29900,0.00,0.00,0.00,0.00
50714KBA930,0.00,0.00,0.00,0.00
50714KEV900,0.00,0.00,0.00,0.00
50714KWW9A0,0.00,0.00,0.00,0.00
50714MCAS40,0.00,0.00,0.00,0.00
50715405000,0.00,0.00,0.00,0.00
50715GN5730,0.00,0.00,0.00,0.00
50715GN5830FMB,0.00,0.00,0.00,0.00
50715K03N50,0.00,0.00,0.00,0.00
50715K0GT20,0.00,0.00,0.00,0.00
